userId,movieId,rating,timestamp
389,590,5,829492316
389,22,3,829495183
389,185,4,829495183
389,266,4,829495183
464,10,5,829911793
464,62,5,829911793
464,95,5,829911793
464,610,4,829911793
464,153,5,829912557
464,158,4,829912557
464,222,5,829912557
464,344,3,829912557
464,349,4,829912557
464,410,4,829912557
464,434,4,829912557
464,588,5,829912557
464,592,4,829912557
464,595,5,829912557
464,39,5,829912558
464,163,4,829912558
464,165,4,829912558
464,173,2,829912558
464,196,3,829912558
464,198,4,829912558
464,204,4,829912558
464,236,4,829912558
464,256,4,829912558
464,257,5,829912558
464,260,5,829912558
464,262,5,829912558
464,296,5,829912558
464,317,2,829912558
464,339,5,829912558
464,380,4,829912558
224,10,3,830633216
224,36,5,830633234
224,94,4,830633251
224,125,4,830633279
409,15,1,831090605
409,22,1,831090605
409,34,5,831090605
409,46,4,831090605
409,194,5,831090605
409,213,5,831090605
409,349,3,831090605
409,434,4,831090605
409,477,4,831090605
437,150,5,831691372
437,590,4,831691372
437,592,3,831691372
437,296,5,831691373
437,380,4,831691373
437,588,4,831691414
437,595,5,831691445
437,329,3,831691462
437,208,1,831691477
437,48,3,831691596
437,246,4,831691596
437,163,3,831691989
437,232,5,831692018
437,457,4,831692127
437,440,3,831692227
437,551,4,831692252
437,362,3,831692363
437,364,5,831692485
437,610,3,831693571
437,661,3,831693571
437,709,3,831693571
437,239,2,831693584
437,1,4,831693610
437,616,3,831693610
538,150,4,831835552
538,296,3,831835552
538,380,2,831835552
538,590,4,831835552
538,592,3,831835552
538,153,3,831835577
538,318,5,831835577
538,588,4,831835577
538,165,3,831835647
538,316,2,831835647
538,329,2,831835647
538,595,3,831835647
538,1,5,831835670
538,185,3,831835696
538,208,3,831835696
538,253,3,831835696
538,300,5,831835696
538,110,4,831835741
538,288,3,831835741
538,163,3,831835835
538,509,5,831835835
538,246,5,831835856
538,111,5,831835877
538,207,3,831835877
538,319,5,831835877
619,150,5,831921736
619,296,5,831921736
619,380,4,831921736
619,590,4,831921736
619,592,3,831921736
619,153,2,831921795
619,318,5,831921795
619,349,4,831921795
619,588,5,831921795
619,165,3,831921829
619,316,3,831921829
619,329,3,831921829
619,595,3,831921829
619,161,4,831921853
619,434,3,831921853
619,300,3,831921878
619,185,4,831921879
619,208,3,831921879
619,253,3,831921879
619,21,3,831921914
619,225,2,831921914
619,288,3,831921914
619,410,2,831921914
619,47,4,831923570
619,50,5,831923679
619,111,5,831923679
619,160,3,831923679
619,432,3,831923679
619,252,3,831923750
619,315,1,831923750
619,337,5,831923790
619,553,4,831923790
619,173,2,831923824
619,196,4,831923824
619,168,5,831923847
619,204,3,831923847
619,172,3,831923875
619,293,4,831923875
619,31,3,831923897
619,246,5,831923897
619,256,3,831923897
619,237,4,831923927
619,276,3,831923927
555,296,4,832090964
555,380,3,832090964
555,590,3,832090964
555,592,3,832090964
555,344,3,832090980
555,318,5,832091005
555,253,3,832091040
555,300,3,832091040
555,225,3,832091059
555,50,4,832091086
555,151,3,832091115
555,337,2,832091115
555,196,3,832091132
555,272,4,832091194
555,348,3,832091194
555,593,3,832091247
555,45,3,832091435
555,509,4,832091435
555,247,3,832091461
555,249,2,832091461
555,154,4,832096969
555,515,4,832097049
555,232,3,832097072
555,329,3,832097219
555,308,5,832097395
555,307,4,832097396
47,150,4,832228796
47,296,4,832228796
47,380,4,832228796
47,592,3,832228796
47,153,4,832228859
47,165,4,832228859
47,344,3,832228859
47,349,4,832228859
47,588,4,832228859
47,231,3,832228906
47,316,5,832228906
47,329,4,832228906
47,595,3,832228906
47,1,5,832228931
47,10,4,832228931
47,161,5,832228931
47,434,4,832228931
47,208,3,832228958
47,253,3,832228958
47,292,5,832228958
47,300,3,832228958
47,110,5,832228979
47,288,4,832228979
47,410,3,832228979
47,32,4,832229007
47,266,3,832229007
47,39,3,832229039
47,50,4,832229039
47,160,3,832229039
47,236,4,832229068
47,315,4,832229068
47,420,3,832229068
47,95,3,832229161
47,173,5,832229561
47,2,5,832229657
47,457,5,832229879
47,593,5,832229879
47,442,3,832229985
639,11,4,832450629
639,24,3,832450630
639,736,3,832450630
639,592,2,832450890
639,150,4,832450891
639,318,5,832450891
639,590,4,832450891
639,110,4,832450943
639,225,4,832450943
639,292,3,832450943
639,300,4,832450943
639,329,3,832450943
639,47,3,832450970
639,111,5,832450970
639,151,4,832451002
639,282,4,832451003
639,31,3,832451040
639,277,4,832451070
639,193,3,832451071
639,246,5,832451071
639,381,3,832451093
639,280,4,832451121
639,454,3,832451121
639,170,3,832451150
639,427,3,832451150
447,150,4,832492563
447,296,3,832492563
447,380,4,832492563
447,590,4,832492563
447,592,3,832492563
447,153,3,832492610
447,165,3,832492610
447,344,3,832492610
447,349,3,832492610
447,588,3,832492610
447,231,3,832492644
447,318,4,832492644
447,329,3,832492644
447,595,3,832492644
447,1,3,832492847
447,10,3,832492847
447,161,4,832492847
447,339,3,832492847
447,434,3,832492847
447,185,3,832492879
447,208,4,832492879
447,253,2,832492879
447,300,3,832492879
447,21,3,832492911
447,110,5,832492911
447,225,3,832492911
447,288,2,832492911
447,410,3,832492911
447,34,3,832492936
447,266,3,832492936
447,317,3,832492936
447,19,3,832492963
447,39,3,832492963
447,160,3,832492963
447,420,2,832492963
447,111,3,832492988
447,282,4,832492988
447,315,3,832492988
447,432,2,832492988
447,435,3,832492988
447,151,3,832493012
447,173,2,832493012
447,236,3,832493012
447,337,3,832493012
447,11,3,832493040
447,17,3,832493040
447,553,3,832493040
447,141,4,832493063
447,186,3,832493063
447,235,2,832493063
447,261,3,832493063
447,265,3,832493063
447,158,3,832493085
447,168,3,832493085
447,172,2,832493085
447,293,3,832493085
447,2,3,832493108
447,105,4,832493108
447,224,3,832493108
447,256,3,832493108
447,333,3,832493108
447,62,5,832493132
447,457,3,832493132
447,555,3,832493132
447,593,4,832493132
447,25,4,832493175
447,36,4,832493175
447,48,3,832493175
447,237,3,832493206
447,272,3,832493206
447,246,2,832493207
447,276,2,832493207
447,6,3,832493230
447,277,3,832493230
447,348,3,832493230
447,218,3,832493257
447,222,3,832493280
447,381,3,832493280
447,608,4,832493280
447,216,1,832493335
447,234,1,832493335
447,342,3,832493335
447,364,3,832493335
447,413,1,832493411
447,454,4,832493411
447,60,3,832493413
447,477,2,832493451
39,150,4,832523013
39,296,5,832523013
39,380,5,832523013
39,590,3,832523013
39,592,3,832523013
39,153,3,832523045
39,165,5,832523045
39,344,4,832523045
39,588,3,832523045
39,231,4,832523082
39,316,4,832523082
39,595,3,832523082
39,10,5,832523129
39,434,4,832523129
39,253,4,832523151
39,70,5,832523201
39,353,5,832523201
39,47,4,832523229
39,198,5,832523229
39,328,5,832523229
39,69,3,832523276
39,180,5,832523276
39,223,4,832523276
39,293,4,832523276
39,50,3,832523307
39,333,3,832523307
39,160,3,832523339
39,288,4,832523339
39,273,3,832523340
39,593,3,832523340
39,22,4,832523361
39,177,4,832523386
39,330,2,832523386
39,332,3,832523386
39,426,3,832523386
39,611,5,832523386
39,76,3,832523411
39,188,2,832523411
39,366,3,832523411
39,606,4,832523411
39,285,4,832523436
39,220,4,832523478
39,110,5,832523550
39,457,4,832523550
39,6,4,832523607
39,145,3,832523738
39,168,3,832525093
39,553,4,832525093
39,16,5,832525129
39,31,3,832525157
39,315,4,832525157
39,338,3,832525157
39,555,4,832525157
39,162,5,832525181
39,170,3,832525181
639,553,2,832764038
639,440,4,832764103
639,350,3,832764136
639,198,2,832764230
639,515,4,832764230
639,299,4,832764308
639,371,4,832765045
639,46,3,832765088
639,191,3,832765146
639,254,3,832765321
357,592,4,832768402
357,344,4,832768573
357,588,5,832768573
357,231,4,832768596
357,329,3,832768597
357,595,5,832768597
357,1,5,832768614
357,161,4,832768614
357,253,5,832768626
357,410,3,832768651
357,32,5,832768675
357,19,4,832768689
357,432,3,832768700
357,265,5,832768729
357,141,3,832768749
357,158,3,832768749
357,48,4,832768792
357,223,4,832768792
357,272,4,832768808
357,277,3,832768831
357,364,5,832768831
357,454,4,832768870
357,203,4,832768899
357,342,5,832768914
357,58,5,832768932
357,551,5,832769003
357,249,5,832769004
357,581,5,832769126
357,720,5,832769127
357,745,5,832769127
122,150,3,832772925
122,296,1,832772925
122,380,1,832772925
122,590,3,832772925
122,592,3,832772925
122,349,3,832772977
122,588,3,832772977
122,153,3,832772980
122,165,2,832772980
122,344,1,832772980
122,231,1,832773017
122,316,4,832773017
122,318,4,832773017
122,329,3,832773017
122,595,3,832773017
122,1,3,832773057
122,10,3,832773057
122,161,3,832773057
122,339,3,832773057
122,434,3,832773057
122,185,2,832773092
122,208,1,832773092
122,253,3,832773092
122,292,3,832773092
122,300,3,832773092
122,17,3,832773202
122,265,3,832773202
122,272,4,832773202
122,342,1,832773202
122,468,3,832773202
122,73,4,832773302
122,497,4,832773302
122,527,3,832773302
122,529,4,832773302
122,534,5,832773302
122,28,3,832773358
122,261,3,832773358
122,356,3,832773358
122,613,3,832773358
122,668,3,832773358
487,150,4,832836228
487,296,4,832836228
487,380,3,832836228
487,590,5,832836228
487,592,4,832836228
487,153,3,832836250
487,165,3,832836250
487,344,3,832836250
487,349,4,832836250
487,588,4,832836250
487,231,3,832836275
487,318,3,832836275
487,316,4,832836276
487,329,4,832836276
487,595,4,832836276
487,10,4,832836302
487,161,4,832836302
487,339,4,832836302
487,185,3,832836330
487,208,3,832836330
487,253,3,832836330
487,300,4,832836330
487,47,4,832836352
487,110,5,832836352
487,225,3,832836352
487,288,3,832836352
487,410,2,832836352
487,32,4,832836378
487,34,3,832836378
487,266,5,832836378
487,19,3,832836405
487,39,4,832836405
487,50,5,832836405
487,160,3,832836405
487,420,3,832836405
487,593,4,832836425
487,236,3,832836449
487,457,5,832836449
487,11,4,832836467
487,95,5,832836467
487,252,3,832836467
487,17,5,832836492
487,186,3,832836492
487,265,4,832836492
487,2,4,832836515
487,141,5,832836515
487,261,5,832836515
487,293,4,832836515
487,158,3,832836541
487,168,3,832836541
487,224,3,832836541
487,31,5,832836558
487,333,4,832836558
487,555,3,832836558
487,48,3,832836572
487,193,3,832836590
487,364,5,832836590
487,454,4,832836590
487,227,4,832836610
487,237,4,832836610
487,277,5,832836610
487,273,4,832836632
487,367,3,832836632
487,22,5,832836661
487,218,4,832836661
487,230,4,832836661
487,203,3,832836683
487,222,5,832836683
487,381,4,832836683
487,440,4,832836683
487,145,4,832836701
487,431,4,832836701
487,216,3,832836717
487,257,4,832836717
487,280,5,832836717
487,207,4,832837206
487,350,4,832837206
487,248,3,832837258
487,353,3,832837294
487,195,4,832837311
487,122,3,832837343
487,289,4,832837343
487,585,4,832837343
487,355,3,832837374
487,736,5,832837374
487,471,4,832837388
487,104,3,832837436
487,552,3,832837436
487,376,3,832837516
487,491,3,832837536
487,175,4,832837551
487,371,4,832837571
487,426,3,832837571
487,270,4,832837747
487,340,4,832837747
487,147,4,832837759
487,421,4,832837781
487,708,4,832837805
487,94,3,832837830
487,180,3,832837830
487,415,4,832837844
487,179,3,832837916
487,54,3,832837960
487,550,3,832837960
487,640,3,832837975
487,74,4,832837995
487,304,4,832837995
487,102,3,832838036
487,240,3,832838156
487,662,3,832838245
487,356,4,832838265
487,357,4,832838265
487,27,3,832838282
487,433,3,832838294
487,480,4,832838322
487,527,5,832838377
487,724,4,832838377
487,377,4,832838393
487,508,5,832838416
487,500,5,832838464
487,539,4,832838464
487,474,5,832838492
487,89,3,832838523
487,497,5,832838523
487,597,4,832838539
487,370,3,832838557
487,520,3,832838592
487,587,4,832838603
487,586,4,832838619
487,466,3,832838674
487,412,3,832838746
487,475,5,832838764
487,361,3,832838789
487,372,3,832838789
487,594,4,832838789
487,455,4,832838819
487,524,5,832838839
487,540,3,832838854
487,521,3,832838880
487,490,4,832838916
487,542,4,832838916
487,543,4,832838916
487,516,3,832838931
487,489,4,832838947
487,648,5,832838947
487,544,4,832838989
487,450,4,832839025
487,510,4,832839025
487,378,4,832839039
487,596,4,832839068
487,422,4,832839099
487,453,4,832839129
121,592,4,833058354
121,150,4,833058355
121,296,5,833058355
121,380,4,833058355
121,590,4,833058355
121,153,3,833058390
121,165,3,833058390
121,349,4,833058390
121,588,4,833058390
121,316,3,833058414
121,318,5,833058414
121,329,4,833058414
121,595,4,833058414
121,10,3,833058428
121,161,4,833058428
121,339,3,833058428
121,1,4,833058442
121,253,3,833058442
121,300,4,833058442
121,34,5,833058465
121,50,5,833058475
121,435,3,833058489
121,457,4,833058489
121,593,4,833058489
121,315,5,833058518
121,11,4,833058545
121,95,4,833058545
121,553,3,833058545
121,17,5,833058557
121,186,3,833058557
121,282,4,833058575
121,293,5,833058599
121,265,5,833058611
121,256,3,833058621
121,105,3,833058633
121,364,4,833058633
121,223,4,833058645
121,454,3,833058645
121,246,5,833058685
121,6,4,833058704
121,273,4,833058704
121,348,3,833058704
121,468,4,833058704
121,163,5,833058714
121,440,5,833058714
121,509,4,833058733
121,345,5,833058775
121,171,4,833058784
121,203,4,833058843
121,222,4,833058843
121,442,4,833058843
121,303,5,833058856
121,112,3,833058866
121,551,4,833058866
121,281,5,833058875
121,249,4,833058885
121,515,5,833058894
121,585,3,833058905
121,610,3,833058905
121,198,5,833058929
121,307,5,833058929
121,736,4,833058938
121,215,4,833058980
121,356,4,833059029
121,480,4,833059045
121,125,3,833059070
121,529,4,833059190
121,40,5,833059219
121,497,5,833059219
121,475,4,833059235
121,527,5,833059235
126,150,5,833286399
126,380,4,833286399
126,590,3,833286399
126,592,4,833286399
126,153,4,833286421
126,344,4,833286421
126,349,4,833286421
126,588,5,833286421
126,231,4,833286440
126,316,3,833286440
126,318,4,833286440
126,329,3,833286440
126,595,4,833286440
126,10,3,833286456
126,161,4,833286456
126,292,4,833286456
126,1,5,833286470
126,185,3,833286470
251,81847,4.5,1476623282
251,6377,4.5,1476623300
251,1704,4.5,1476640644
