tmdbId,title,Ri,vi,genres,WR
103,Taxi Driver,4.22457627118644,118,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.156936893890453
85,Raiders of the Lost Ark,4.193181818181818,220,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",4.156904433904075
603,The Matrix,4.183397683397684,259,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",4.152789459925182
539,Psycho,4.253246753246753,77,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.150652589996104
120,The Lord of the Rings: The Fellowship of the Ring,4.1825,200,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",4.143468230514786
769,GoodFellas,4.202290076335878,131,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",4.142768979858677
981,The Philadelphia Story,4.351351351351352,37,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.14117466199299
550,Fight Club,4.178217821782178,202,"[{'id': 18, 'name': 'Drama'}]",4.139808060928602
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.20952380952381,105,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",4.1360909584716055
346,Seven Samurai,4.277777777777778,54,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",4.1352049716365595
11645,Ran,4.423076923076923,26,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4.129711105119218
3082,Modern Times,4.359375,32,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",4.123527402214433
426,Vertigo,4.22463768115942,69,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4.116569915849383
1422,The Departed,4.2023809523809526,84,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",4.114007557728345
274,The Silence of the Lambs,4.1381578947368425,304,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.113749946686592
15,Citizen Kane,4.2,85,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",4.1128442153025455
903,Cool Hand Luke,4.271739130434782,46,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.111164967790669
104,Run Lola Run,4.2,80,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.108158420426339
500,Reservoir Dogs,4.162878787878788,132,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",4.10730160758379
599,Sunset Boulevard,4.294871794871795,39,"[{'id': 18, 'name': 'Drama'}]",4.106898713454798
11216,Cinema Paradiso,4.260869565217392,46,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.1026903915194834
489,Good Will Hunting,4.140127388535032,157,"[{'id': 18, 'name': 'Drama'}]",4.094463135880292
3078,It Happened One Night,4.38,25,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.093650871043407
595,To Kill a Mockingbird,4.18125,80,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.0920293881682746
122,The Lord of the Rings: The Return of the King,4.127840909090909,176,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",4.08761234444259
872,Singin' in the Rain,4.1953125,64,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",4.0851783519435
279,Amadeus,4.155,100,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",4.084590558403978
627,Trainspotting,4.141129032258065,124,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",4.084370314595982
532,A Close Shave,4.193548387096774,62,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",4.080783107995326
642,Butch Cassidy and the Sundance Kid,4.173333333333333,75,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]",4.08021287613238
947,Lawrence of Arabia,4.215686274509804,51,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",4.079042704682023
28,Apocalypse Now,4.138392857142857,112,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",4.076469864797195
625,The Killing Fields,4.271428571428571,35,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",4.074140272909363
3090,The Treasure of the Sierra Madre,4.3,30,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",4.071133327898825
1092,The Third Man,4.25,38,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",4.069779080385284
2118,L.A. Confidential,4.12,125,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.065642993475721
10218,Swingers,4.226190476190476,42,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.0647042381754455
1585,It's a Wonderful Life,4.152777777777778,72,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",4.0595145070547
38,Eternal Sunshine of the Spotless Mind,4.122641509433962,106,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.0593170848710045
10403,The Player,4.204545454545454,44,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.053661984204377
37247,The Graduate,4.123595505617978,89,"[{'id': 18, 'name': 'Drama'}]",4.0495954225455835
194,Amélie,4.096,125,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.0439038630409385
10683,Happiness,4.326086956521739,23,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.04329814165693
100,"Lock, Stock and Two Smoking Barrels",4.128378378378378,74,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",4.04090497815689
387,Das Boot,4.166666666666667,51,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",4.039980204682023
826,The Bridge on the River Kwai,4.138461538461539,65,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",4.039214526918584
10548,When We Were Kings,4.4375,16,"[{'id': 99, 'name': 'Documentary'}]",4.0365080379189475
235,Stand by Me,4.09375,112,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.036469864797196
13,Forrest Gump,4.05425219941349,341,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.035476647174152
37853,Mister Roberts,4.411764705882353,17,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10752, 'name': 'War'}]",4.035291103321649
129,Spirited Away,4.134920634920635,63,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",4.033667540784862
12445,Harry Potter and the Deathly Hallows: Part 2,4.220588235294118,34,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",4.0331645340350954
1892,Return of the Jedi,4.059907834101383,217,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",4.030690143911519
592,The Conversation,4.304347826086956,23,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",4.0294092527680405
10149,Smoke,4.291666666666667,24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.028614408098635
11368,Blood Simple,4.291666666666667,24,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.028614408098635
16869,Inglourious Basterds,4.135593220338983,59,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",4.028593515272909
423,The Pianist,4.131147540983607,61,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",4.027820717562831
121,The Lord of the Rings: The Two Towers,4.0611702127659575,188,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",4.02765538855547
101,Leon: The Professional,4.071969696969697,132,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",4.024542986894135
3083,Mr. Smith Goes to Washington,4.225806451612903,31,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.024062115901125
30197,The Producers,4.212121212121212,33,"[{'id': 35, 'name': 'Comedy'}]",4.023015936948902
703,Annie Hall,4.09375,80,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.016760570963973
7984,In the Name of the Father,4.209677419354839,31,"[{'id': 18, 'name': 'Drama'}]",4.012698479537488
531,The Wrong Trousers,4.093333333333334,75,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4.012031057950563
11031,This Is Spinal Tap,4.085365853658536,82,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",4.011144558943679
157336,Interstellar,4.151162790697675,43,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",4.009977376779456
1124,The Prestige,4.125,52,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.008595893840761
3034,Young Frankenstein,4.087837837837838,74,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",4.0064222195362005
807,Se7en,4.034825870646766,201,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.004947350932941
845,Strangers on a Train,4.260869565217392,23,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.001631474990264
8392,My Neighbor Totoro,4.230769230769231,26,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",4.001505976914089
982,The Manchurian Candidate,4.122448979591836,49,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",4.000947308058862
78,Blade Runner,4.037671232876712,146,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3.9972247364757827
27205,Inception,4.04954954954955,111,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",3.996441395964915
110,Three Colors: Red,4.171875,32,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",3.9901940688810997
105,Back to the Future,4.015486725663717,226,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",3.9897854941407926
55,Amores perros,4.183333333333334,30,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",3.9897379790616156
4935,Howl's Moving Castle,4.203703703703703,27,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",3.9889683274912366
3085,His Girl Friday,4.211538461538462,26,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9886854640935763
745,The Sixth Sense,4.018134715025907,193,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",3.988149189804124
192,The Name of the Rose,4.239130434782608,23,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",3.987742586101374
18203,Big Night,4.25,22,"[{'id': 18, 'name': 'Drama'}]",3.987392374275699
14412,Body Heat,4.25,22,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",3.987392374275699
832,M,4.261904761904762,21,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",3.9870215617543963
975,Paths of Glory,4.366666666666666,15,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",3.984240467844624
280,Terminator 2: Judgment Day,4.006329113924051,237,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",3.982234932398598
128,Princess Mononoke,4.131578947368421,38,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",3.981543786267637
10191,How to Train Your Dragon,4.151515151515151,33,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",3.979537676079336
600,Full Metal Jacket,4.033653846153846,104,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",3.9791344709371748
996,Double Indemnity,4.15625,32,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3.9790829577699887
89,Indiana Jones and the Last Crusade,4.017006802721088,147,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",3.9784920818728087
892,Delicatessen,4.166666666666667,30,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",3.9781100720848714
107,Snatch,4.036842105263158,95,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",3.977395676848607
11562,Crimes and Misdemeanors,4.178571428571429,28,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9770422707231585
10445,Shadowlands,4.2,25,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.9752298184118287
10451,Eat Drink Man Woman,4.208333333333333,24,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",3.9745603540445806
694,The Shining,4.02970297029703,101,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3.9741994131548197
9451,Election,4.044303797468355,79,"[{'id': 35, 'name': 'Comedy'}]",3.9734644902135816
850,A Christmas Story,4.046666666666667,75,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",3.9722583306778354
24137,An Ideal Husband,4.25,20,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3.9714767605954386
73,American History X,4.0233644859813085,107,"[{'id': 18, 'name': 'Drama'}]",3.9713227758304126
11787,Harvey,4.2631578947368425,19,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9705854093640465
3063,Duck Soup,4.132352941176471,34,"[{'id': 35, 'name': 'Comedy'}]",3.9693347468010534
637,Life Is Beautiful,4.025252525252525,99,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9692744026754414
26564,Crumb,4.136363636363637,33,"[{'id': 99, 'name': 'Documentary'}]",3.968668110861945
141,Donnie Darko,4.026881720430108,93,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3.967535217921222
108,Three Colors: Blue,4.145161290322581,31,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",3.9672439340829433
9377,Ferris Bueller's Day Off,4.007518796992481,133,"[{'id': 35, 'name': 'Comedy'}]",3.9661557061619823
77338,The Intouchables,4.166666666666667,27,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3.963968327491237
770,Gone with the Wind,4.044117647058823,68,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",3.963688062958635
11202,Patton,4.1,40,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",3.9633723226348954
396,Who's Afraid of Virginia Woolf?,4.195652173913044,23,"[{'id': 18, 'name': 'Drama'}]",3.9599648083235968
10217,The Sweet Hereafter,4.195652173913044,23,"[{'id': 18, 'name': 'Drama'}]",3.9599648083235968
185,A Clockwork Orange,4.0,121,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",3.9556621873108173
1726,Iron Man,4.026666666666666,75,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",3.9552128761323804
1480,Touch of Evil,4.2368421052631575,19,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",3.9549604093640465
10162,Waking Ned,4.133333333333334,30,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",3.954854258131383
14275,Hoop Dreams,4.040983606557377,61,"[{'id': 99, 'name': 'Documentary'}]",3.953496393238507
530,A Grand Day Out,4.089743589743589,39,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",3.9530525596086434
10774,Network,4.092105263157895,38,"[{'id': 18, 'name': 'Drama'}]",3.9521320215617544
115,The Big Lebowski,3.995833333333333,120,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",3.9515694218018753
9323,Ghost in the Shell,4.148148148148148,27,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",3.951468327491237
490,The Seventh Seal,4.28125,16,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",3.9503011413672233
7345,There Will Be Blood,4.153846153846154,26,"[{'id': 18, 'name': 'Drama'}]",3.950223925632038
9281,Witness,4.044642857142857,56,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",3.9501265666615866
13466,October Sky,4.1,35,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",3.949140272909364
10549,Hamlet,4.16,25,"[{'id': 18, 'name': 'Drama'}]",3.948914028938144
68,Brazil,4.032258064516129,62,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",3.947449774661993
348,Alien,3.9881889763779528,127,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",3.9468480935689247
10193,Toy Story 3,4.071428571428571,42,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",3.9465224199936264
223,Rebecca,4.173913043478261,23,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3.9460759194347075
205596,The Imitation Game,4.109375,32,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",3.9457496244366554
311,Once Upon a Time in America,4.181818181818182,22,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",3.9445352314185564
10705,Henry V,4.181818181818182,22,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",3.9445352314185564
752,V for Vendetta,4.013698630136986,73,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",3.9425434081354584
106646,The Wolf of Wall Street,4.120689655172414,29,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",3.9418745976107017
99,All About My Mother,4.2,20,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9411737302924084
17431,Moon,4.125,28,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",3.9404569048694995
144,Wings of Desire,4.2105263157894735,19,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",3.9393354093640465
2108,The Breakfast Club,3.982905982905983,117,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",3.9389133315357654
12162,The Hurt Locker,4.134615384615385,26,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",3.937403412811525
32562,The Celluloid Closet,4.235294117647059,17,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",3.9352911033216493
9277,The Sting,4.015873015873016,63,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",3.9349833302585457
98,Gladiator,3.9658385093167703,161,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",3.9342455925267212
3116,Midnight Cowboy,4.064102564102564,39,"[{'id': 18, 'name': 'Drama'}]",3.9338217903778743
